timestamp,temperature,vibration,pressure,rpm,failure_risk,health_index,RUL
2026-01-30 08:52:43.920401,63.42,0.493,27.18,1459,0,0.32600000000000007,67.39999999999999
2026-01-30 08:52:45.927119,63.0,0.51,30.99,1636,0,0.3333333333333333,66.66666666666667
2026-01-30 08:58:45.586624,65.29,0.553,30.55,1476,0,0.5195000000000003,48.04999999999997
2026-01-30 08:58:47.607229,72.04,0.892,29.52,1524,0,1.4220000000000004,0.0
2026-01-30 08:58:49.612702,63.76,0.493,29.43,1471,0,0.34299999999999986,65.70000000000002
2026-01-30 08:58:51.618990,62.69,0.507,30.06,1499,0,0.3128333333333332,68.71666666666668
2026-01-30 08:58:53.627412,67.78,0.492,29.55,1439,0,0.5423333333333333,45.766666666666666
2026-01-30 08:58:55.630635,64.0,0.458,31.34,1464,0,0.2966666666666667,70.33333333333334
2026-01-30 08:58:57.635291,63.84,0.432,30.1,1525,0,0.24533333333333346,75.46666666666665
2026-01-30 08:58:59.643483,61.87,0.484,27.46,1482,0,0.23349999999999982,76.65000000000002
2026-01-30 08:59:01.653518,66.98,0.513,31.77,1497,0,0.5373333333333336,46.266666666666644
2026-01-30 08:59:03.668513,62.28,0.585,28.29,1524,0,0.4223333333333333,57.76666666666668
2026-01-30 08:59:05.686926,64.89,0.507,30.61,1443,0,0.42283333333333334,57.71666666666666
2026-01-30 10:23:37.169250,84.49,1.74,36.15,1493,1,3.4578333333333333,0.0
2026-01-30 10:23:39.207448,65.5,0.439,31.23,1450,0,0.33999999999999997,66.0
2026-01-30 10:23:41.219505,63.63,0.493,33.47,1613,0,0.33650000000000013,66.34999999999998
2026-01-30 10:23:43.235291,62.77,0.47,29.96,1477,0,0.25516666666666676,74.48333333333332
2026-01-30 10:23:45.252825,62.23,0.454,29.83,1469,0,0.20149999999999985,79.85000000000002
2026-01-30 10:23:47.265627,65.24,0.458,28.29,1530,0,0.3586666666666664,64.13333333333335
2026-01-30 10:23:49.278360,69.09,0.514,29.17,1478,0,0.6445000000000002,35.54999999999998
2026-01-30 10:23:51.282267,62.51,0.464,28.41,1458,0,0.23216666666666658,76.78333333333333
2026-01-30 10:23:53.289255,62.17,0.472,32.65,1466,0,0.2285,77.14999999999999
2026-01-30 10:23:55.293123,64.85,0.567,30.43,1414,0,0.5208333333333329,47.91666666666671
2026-01-30 10:23:57.309558,64.92,0.554,29.11,1480,0,0.5026666666666668,49.73333333333332
2026-01-30 10:23:59.322643,65.53,0.506,29.58,1459,0,0.4531666666666667,54.68333333333333
2026-01-30 10:24:01.339154,65.69,0.5,29.43,1538,0,0.4511666666666665,54.883333333333354
2026-01-30 10:24:03.350044,63.46,0.531,30.86,1629,0,0.3913333333333334,60.86666666666666
2026-01-30 10:24:05.355355,66.95,0.47,31.31,1415,0,0.4641666666666667,53.58333333333333
2026-01-30 10:24:07.365542,66.24,0.51,31.95,1537,0,0.49533333333333307,50.46666666666669
2026-01-30 10:24:09.373044,62.61,0.43,30.18,1547,0,0.18049999999999994,81.95000000000002
2026-01-30 10:24:11.378682,65.41,0.491,28.18,1516,0,0.42216666666666647,57.78333333333335
2026-01-30 10:24:13.390796,64.15,0.464,29.71,1558,0,0.314166666666667,68.58333333333331
2026-01-30 10:24:15.396645,68.03,0.55,29.83,1528,0,0.6515000000000002,34.84999999999998
